face_present,no_of_face,face_x,face_y,face_w,face_h,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_tip_x,nose_tip_y,mouth_x,mouth_y,face_conf,hand_count,left_hand_x,left_hand_y,right_hand_x,right_hand_y,hand_obj_interaction,head_pose,head_pitch,head_yaw,head_roll,phone_present,phone_loc_x,phone_loc_y,phone_conf,gaze_on_script,gaze_direction,gazePoint_x,gazePoint_y,pupil_left_x,pupil_left_y,pupil_right_x,pupil_right_y,label
1,1,266.0,212.0,158.0,158.0,308.643581867218,239.67465698719025,379.97820377349854,242.9182094335556,342.81810760498047,262.0473003387451,339.9282686333907,311.26964318124874,95.11118531227112,0,0,0,0,0,0,forward,0.2575789780514601,0.039962544804088826,0.03796147037033105,1,226,239,0.8685128688812256,0,None,344,241,309.07129287719727,239.4879026412964,379.20958709716797,242.66773509979248,0
1,1,262.0,210.0,162.0,162.0,308.91104340553284,237.0487242937088,381.4801239967346,241.45605951547623,343.72215270996094,260.24319648742676,341.1148001018323,310.24476603457805,94.72368359565735,0,0,0,0,0,0,forward,0.25151767385188806,0.03473711136741583,0.04647630472862054,1,222,240,0.8418157696723938,0,None,345,238,308.5892562866211,236.637056350708,381.6888427734375,241.13795471191406,0
1,1,268.0,210.0,156.0,156.0,308.9053440093994,240.0629398226738,381.5145993232727,242.8689444065094,344.6434020996094,260.64788818359375,342.5010169179816,308.21477689241107,94.62182521820068,0,0,0,0,0,0,down,0.289049422107638,0.016796671396519004,0.034008043722513,1,226,240,0.8017216324806213,0,None,345,241,308.2418098449707,239.60422325134277,381.88226318359375,242.45926666259766,0
1,1,265.0,210.0,159.0,159.0,309.024578332901,239.19931858778,381.422655582428,242.87102490663528,343.4728240966797,259.9229335784912,340.91318933587326,308.6636503119218,94.31259036064148,0,0,0,0,0,0,down,0.2867911971047518,0.04646090151399396,0.03707859822800228,1,226,239,0.8676438331604004,0,None,344,240,307.9787712097168,238.84523963928223,381.30519104003906,242.58562088012695,0
1,1,264.0,209.0,163.0,163.0,311.66224241256714,239.1612195968628,382.8073000907898,243.2216316461563,346.4208221435547,260.11914253234863,342.1993044803017,309.30760483992725,95.27430534362793,0,0,0,0,0,0,down,0.2848399487060142,0.00552814864009272,0.05575173427129973,1,226,239,0.8524281978607178,0,None,347,240,311.9714469909668,238.56935691833496,383.0833435058594,242.65814781188965,0
1,1,267.0,209.0,156.0,156.0,308.78061056137085,240.5514532327652,381.75307989120483,242.85739839076996,344.3803024291992,261.7020320892334,341.96890780800265,307.5797939300537,94.88279819488525,0,0,0,0,0,0,forward,0.2469696518504737,0.027765663516473842,0.0289721096571967,1,222,240,0.8172151446342468,0,None,345,241,308.3705139160156,240.03574562072754,382.2146224975586,242.34313774108887,0
1,1,266.0,209.0,159.0,159.0,308.572713136673,239.95744943618774,383.0082082748413,243.31270962953568,344.54803466796875,262.0418930053711,341.6660499572754,309.39178366410107,94.94705200195312,0,0,0,0,0,0,forward,0.25918759447207207,0.03947897902208691,0.03889686902368443,1,226,239,0.8492394685745239,0,None,346,241,307.96520233154297,239.50018215179443,384.0826187133789,242.94269943237305,0
1,1,263.0,207.0,163.0,163.0,308.0364394187927,241.07976078987122,384.27770614624023,243.25339615345,345.0019073486328,262.1198272705078,343.2205621819747,312.668275331196,95.00660300254822,0,0,0,0,0,0,down,0.2852574948236189,0.040410813044303856,0.022565199717343533,1,226,240,0.8780723214149475,0,None,346,241,306.985782623291,240.70467281341553,385.5517807006836,242.91748809814453,0
1,1,266.0,207.0,160.0,160.0,310.34592628479004,240.34580290317535,383.4416127204895,242.73309409618378,346.44126892089844,261.4926338195801,343.2880963777241,310.46846188996966,95.14932632446289,0,0,0,0,0,0,down,0.26239755758910294,0.02002821024959853,0.032403106915620185,1,223,240,0.8147290945053101,0,None,345,240,308.33263397216797,239.57324123382568,383.39208984375,241.96519660949707,0
1,1,265.0,210.0,160.0,160.0,311.00579142570496,239.51210618019104,382.5353479385376,242.85134375095367,345.3391647338867,261.2918758392334,342.72700962267425,310.14847906012284,93.87097358703613,0,0,0,0,0,0,forward,0.24413772013513677,0.05376584984452586,0.03730657033739336,1,226,239,0.8601396083831787,0,None,347,240,311.29919052124023,239.14980125427246,383.01148223876953,242.50902557373047,0
